,Title,Authors,Categories,Keywords,Description,Type of (possible) format,,,,,,,,,
370,Subnetwork enriched for differential expression by gestational age.,"['by Walter Stünkel Hong Pan Siew Boom Chew Emilia Tng Jun Hao Tan Li Chen Roy Joseph Clara Y. Cheong Mei-Lyn Ong Yung Seng Lee Yap-Seng Chong Seang Mei Saw Michael J. Meaney Kenneth Kwek Allan M. Sheppard Peter D. Gluckman Joanna D. Holbrook', 'Walter Stünkel', 'Walter Stünkel', 'Hong Pan', 'Hong Pan', 'Siew Boom Chew', 'Siew Boom Chew', 'Emilia Tng', 'Emilia Tng', 'Jun Hao Tan', 'Jun Hao Tan', 'Li Chen', 'Li Chen', 'Roy Joseph', 'Roy Joseph', 'Clara Y. Cheong', 'Clara Y. Cheong', 'Mei-Lyn Ong', 'Mei-Lyn Ong', 'Yung Seng Lee', 'Yung Seng Lee', 'Yap-Seng Chong', 'Yap-Seng Chong', 'Seang Mei Saw', 'Seang Mei Saw', 'Michael J. Meaney', 'Michael J. Meaney', 'Kenneth Kwek', 'Kenneth Kwek', 'Allan M. Sheppard', 'Allan M. Sheppard', 'Peter D. Gluckman', 'Peter D. Gluckman', 'Joanna D. Holbrook', 'Joanna D. Holbrook']","['Medicine', 'Genetics', 'Biological Sciences', 'Biotechnology']","['enriched', 'differential', 'gestational']","Nodes represent genes and are coloured by the fold change of their transcripts by gestational age (blue for positive association with gestational age, pink for negative association). No probe for PTHR1 was included on the array. Arrows represent literature-verified interactions and the colours denote the type of interaction (green for activation, red for inhibition and blue for co-expression).",.tng,,,,,,,,,
371,Reis_et_al Tree stems data.xlsx,"['by David Tng', 'David Tng']","['Ecology', 'Ecosystem Function']","['long-term ecological research', 'permanent plots', 'vegetation science', 'Seasonally Dry Tropical Forest']","This data represents stem diameters of tree stems from 30 plots of Seasonally Dry Tropical Forest in an enclave forest patch in Minas Gerais, Brazil. Plots 1-10 are plots on the edge, 11-20 are plots 100m into the forest, and plots 21-30 are plots in the interior of the forest (200m from the edge).",.tng,,,,,,,,,
372,Potential and Future Geographical Distribution of Eremanthus erythropappus (DC.) MacLeish: a Tree Threatened by Climate Change,"['by Monica Canaan Carvalho Lucas Rezende Gomide Fausto Weimar Acerbi Júnior David Tng', 'Monica Canaan Carvalho', 'Monica Canaan Carvalho', 'Lucas Rezende Gomide', 'Lucas Rezende Gomide', 'Fausto Weimar Acerbi Júnior', 'Fausto Weimar Acerbi Júnior', 'David Tng', 'David Tng']","['http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-80872019000300142&lng=en&tlng=en', 'Plant Biology']","['candeia trees', 'random forests', 'habitat suitability']","ABSTRACT Eremanthus erythropappus is a commercially-important tree which has a long history of exploitation in the Brazilian State of Minas Gerais. The knowledge on the potential geographical distribution of E. erythropappus is therefore critical for the species sustainability. Thus, the aim of this study was to estimate and map current and future ecological niche for E. erythropappus in Minas Gerais. We used the Random Forests algorithm to model the ecological niche for current and future climates scenarios. Our predictions indicate Espinhaço, Mantiqueira, and Canastra mountain ranges as core areas of distribution and forecast drastic reductions in potential areas under all climate scenarios. Based on our results, we highlight that the continual harvesting of naturally-occurring E. erythropappus populations will not be sufficient to supply the market demand. Silviculture practices would likely serve as an economically viable and ecological sustainable alternative to harvesting natural populations.",.tng,,,,,,,,,
373,Selected trajectories,"['by Lenin Dominguez-Ramirez', 'Lenin Dominguez-Ramirez']",['Computational Biology'],"['Molecular dynamics', 'Pesticides', 'beta-lactoglobulin']","Trajectories for the est results obtained from docking pesticides cataloged by the WHO on the beta-lactoglobulin from Bos taurus.
Simulations carried out using FF14SB with TIP4P water.
The trajectories shared here contain only the protein complexed with is ligand.
To use these files a prmtop and a mdcrd are requiered.
For example,

Paraquat.prmtop and Paraquat.mdcrd",mdcrd,,,,,,,,,
374,Molecular Dynamics Simulations of Sheet-like Replicators,"['by Piotr Nowak Jianwei Li Mathieu Colomb-Delsuc Sijbren Otto', 'Piotr Nowak', 'Jianwei Li', 'Jianwei Li', 'Mathieu Colomb-Delsuc', 'Mathieu Colomb-Delsuc', 'Sijbren Otto', 'Sijbren Otto']","['Computational Chemistry', 'Supramolecular Chemistry']","['Dynamic Covalent Chemistry', 'self-assembly', 'molecular dynamics', 'Dynamic Combinatorial Chemistry', 'powder X ray diffraction', 'powder XRD']","This dataset contains 3D structures, MD trajectories and powder X-ray diffractograms (simulated and experimental) of tetrameric carboxynaphthalene disulfide. The MD simulations were performed in water with periodic boundary conditions. Either AMBER or GROMACS packages were used. For detailed description of the simulations see the linked paper (the link will appear upon acceptance). 
  PDB files are snapshots from the MD simulations; they can be viewed using any 3D structure viewer (e.g. Avogadro). The trajectories (*.xtc - GROMACS, *.mdcrd - AMBER/NetCDF) can be visualized using e.g. VMD.
Partial charges for the naphthalene building blocks are provided within *.mol2 files (N-0 for the neutral and N-1 for the deprotonated subunit). 
The parameter/topology files have .top (GROMACS) and .prmtop (AMBER) extensions. 
Files labeled ""sheet1"" contain results of simulations of 16 repeats of tetramer IV showed in Figure 4 and S13 of the paper. The suffix ""-exp_box"" refers to structures which were constrained to the box determined experimentally (""min"" - after energy minimization, ""equil"" - after equilibration).
Files labeled ""sheet2"" contain results of simulations of 12 repeats of tetramer IV showed in Figure S14 of the paper. 
Files labeled ""sheet3"" contain results of simulations of 16 repeats of tetramer IV showed in Figure S15 of the paper. The assembly was unstable, the initial structure started dissociating from the very beginning of the simulation. The trajectory is in NetCDF format.
Files labeled ""tetramerIV-2"" contain results of simulations of isolated, partially deprotonated tetramer IV in water (solvent was removed from the trajectory).
Link to the article will be added upon its acceptance.",mdcrd,,,,,,,,,
375,C++ code using Dijkstra's algorithm to locate proton transport pathways,"['by Sumner, Isaiah', 'Sumner, Isaiah', 'Sumner, Isaiah']","['Space Science', 'Medicine', 'Genetics', 'Molecular Biology', 'Biological Sciences not elsewhere classified', 'Information Systems not elsewhere classified', 'Cancer', 'Mental Health', 'Virology', 'Computational Biology']","[""proton transport, Dijkstra's algorithm, molecular dynamics""]",This is the initial release of code that will find water wires connecting a proton donor and acceptor in an Amber ASCII mdcrd trajectroy file or a pdb trajectory. It is based off of code written by Aditya Goel and found here: http://www.geeksforgeeks.org/printing-paths-dijkstras-shortest-path-algorithm/,mdcrd,,,,,,,,,
376,C++ code using Dijkstra's algorithm to locate proton transport pathways,"['by Sumner, Isaiah', 'Sumner, Isaiah', 'Sumner, Isaiah']","['Space Science', 'Medicine', 'Genetics', 'Molecular Biology', 'Biological Sciences not elsewhere classified', 'Information Systems not elsewhere classified', 'Cancer', 'Mental Health', 'Virology', 'Computational Biology']","[""proton transport, Dijkstra's algorithm, molecular dynamics""]",This is the initial release of code that will find water wires connecting a proton donor and acceptor in an Amber ASCII mdcrd trajectroy file or a pdb trajectory. It is based of off code written by Aditya Goel and found here: http://www.geeksforgeeks.org/printing-paths-dijkstras-shortest-path-algorithm/,mdcrd,,,,,,,,,
377,Topology file and targeted molecular dynamics trajectories for a simplified model of HIV-1 gp41.,"['by Cátia Teixeira', 'Cátia Teixeira']",['Computational Chemistry'],['gp41'],Topology file (created with AMBER9) for a simplified model of HIV-1 gp41.,mdcrd,,,,,,,,,
378,Calculations on the effect of sulfur-substitution on guanine on a DNA oligomer (1),[],"['Biochemistry', 'Computational Chemistry']","['', '', '']",No description found,mdcrd,,,,,,,,,
379,"SIRGAS reference frame realization SIR11P01: Multi-year solution for 230 GNSS station positions and linear velocities, including weekly residual time series, link to data files in zip archive","['by Laura Sánchez Manuela Seitz', 'Laura Sánchez', 'Laura Sánchez', 'Manuela Seitz', 'Manuela Seitz']",['Earth and Environmental Sciences'],['PANGAEA'],"This solution is available in SINEX format (SIR11P01.SNX; including station positions and velocities) and in different text files containing station positions (SIR11P01.CRD), station velocities (SIR11P01.VEL) and residual time series (SIR11P01.PLT).",.crd,,,,,,,,,
380,Spanish version of the reflux symptom index,"['by Christian Calvo', 'Christian Calvo', 'Christian Calvo']",['Gastroesophageal Reflux Disease'],['Gastroesophageal Reflux Disease'],spanish version of the reflux symptom index at day 0 and day 7,.crd,,,,,,,,,
381,Identification of the subcellular microstructure of overexpressed Tat-hLSECtin-CRD or Tat-free hLSECtin-CRD bacterial cells by transmission electron microscopy.,"['by Guofu Dong Changzhen Wang Yonghong Wu Jianbo Cong Li Cheng Mingqun Wang Pengkai Zhao Li Tang Chenggang Zhang Ke Wu', 'Guofu Dong', 'Guofu Dong', 'Changzhen Wang', 'Changzhen Wang', 'Yonghong Wu', 'Yonghong Wu', 'Jianbo Cong', 'Jianbo Cong', 'Li Cheng', 'Li Cheng', 'Mingqun Wang', 'Mingqun Wang', 'Pengkai Zhao', 'Pengkai Zhao', 'Li Tang', 'Li Tang', 'Chenggang Zhang', 'Chenggang Zhang', 'Ke Wu', 'Ke Wu']",['Biological Sciences'],"['subcellular', 'microstructure', 'overexpressed', 'tat-hlsectin-crd', 'tat-free', 'hlsectin-crd', 'bacterial', 'cells', 'electron']","The arrowheads indicate different aggregation level of Tat-hLSECtin-CRD and Tat-free hLSECtin-CRD. a: pET28b(control); b: pET28b-Tat-hLSECtin-CRD, the red arrows indicate the denser region of Tat-hLSECtin-CRD in cytosol ; c: pET28b-hLSECtin-CRD, the red arrows indicate the dot denser region of Tat-free hLSECtin-CRD in cytosol.",.crd,,,,,,,,,
382,"POPC/Cholesterol (50:50) lipid membrane, 303K, Charmm36 force field from charmm-gui, simulation files and 100 ns trajectory for openMM simulation engine v7","['by Melcr, Josef', 'Melcr, Josef', 'Melcr, Josef']","['Biophysics', 'Biochemistry', 'Physical Sciences not elsewhere classified', 'Neuroscience', 'Physiology', 'Chemical Sciences not elsewhere classified', 'Biological Sciences not elsewhere classified', 'Information Systems not elsewhere classified', 'Developmental Biology', 'Marine Biology', 'Cancer', 'Computational Biology']","['POPC', 'JCTC', 'AMBER', 'Charmm 36 force field', 'openMM simulation engine v 7', 'simulation files', '80 Cholesterol molecules', 'NAMD', '7200 tip 3p waters', 'DOI', '303 K', 'GROMACS', '100 ns trajectory', 'nmrlipids.blospot.fi project', 'CHARMM-GUI Membrane Builder v 1.7', 'http', 'openMM simulation engine \xa0v CHARMM 36 additive force field parameters']","The starting structure was obtained from CHARMM-GUI Membrane Builder v1.7 (http://www.charmm-gui.org/) online tool. [1]
All runs were performed with  openMM simulation engine v7 and CHARMM36 additive force field parameters obtained from CHARMM-GUI input files [1]. Conditions: T=303, 80 POPC and 80 Cholesterol molecules, 7200 tip3p waters, 100ns trajectory (preceded with equilibration)
These data were originally obtained for the nmrlipids.blospot.fi project.
Find more details at nmrlipids.blospot.fi and https://github.com/NMRLipids/nmrlipids.blogspot.fi
[1] CHARMM-GUI Input Generator for NAMD, GROMACS, AMBER, OpenMM, and CHARMM/OpenMM Simulations Using the CHARMM36 Additive Force Field,  J. Lee et al., JCTC, DOI: 10.1021/acs.jctc.5b00935",.crd,,,,,,,,,
383,"SIR15P01: Multiyear solution for the SIRGAS Reference Frame, link to ZIP archive","['by Laura Sánchez Hermann Drewes', 'Laura Sánchez', 'Laura Sánchez', 'Hermann Drewes', 'Hermann Drewes']",['Earth and Environmental Sciences'],['PANGAEA'],Content of ZIP file SIR15P01 - SIR15P01.SNX: SINEX file with station positions and velocities - SIR15P01_XYZ.CRD: geocentric Cartesian station positions - SIR15P01_XYZ.VEL: geocentric Cartesian station velocities - SIR15P01_NEH.CRD: ellipsoidal station positions - SIR15P01_NEH.VEL: ellipsoidal station velocities - SIR15P01_TS.LST: SIR15P01: residual station position time series in [m] with respect to coordinates included in SIR15P01 CRD and VEL files,.crd,,,,,,,,,
384,Chemical shift mapping representation on Galectin-3 CRD structure.,"['by Hubert Halimi Annafrancesca Rigato Deborah Byrne Géraldine Ferracci Corinne Sebban-Kreuzer Latifa ElAntak Francoise Guerlesquin', 'Hubert Halimi', 'Hubert Halimi', 'Annafrancesca Rigato', 'Annafrancesca Rigato', 'Deborah Byrne', 'Deborah Byrne', 'Géraldine Ferracci', 'Géraldine Ferracci', 'Corinne Sebban-Kreuzer', 'Corinne Sebban-Kreuzer', 'Latifa ElAntak', 'Latifa ElAntak', 'Francoise Guerlesquin', 'Francoise Guerlesquin']",['Biological Sciences'],"['affinity variations', 'crd', 'cell surface', 'galectin', 'length lectin', 'Glycan Dependence', 'surface plasmon resonance experiments', 'nmr', 'Dynamic Light Scattering', 'quaternary structure', 'carbohydrate binding properties']","A] Effects of the N-terminal domain on the NH groups of amino acids of the CRD. The structure of CRD in the presence of LNnT (PDB 4LBN) is shown. In yellow is Trp181, in red is LNnT and in blue are the amino acids of the CRD with chemical shift variations in the presence of the N-terminal domain within the full length Galectin-3. B] Effects of lactose on the NH groups of amino acids of the CRD. The structure of CRD in the presence of lactose (PDB 3ZSJ) is shown. In yellow is Trp181, in red is the lactose and in green are amino acids of CRD with chemical shift variations induced by the presence of lactose. C] Effects of LNnT on the NH groups of amino acids of the CRD. The structure of CRD in the presence of LNnT (PDB 4LBN) is shown. In yellow is Trp181, in red is LNnT and in green are amino acids of the CRD with chemical shift variations induced by the presence of LNnT.",.crd,,,,,,,,,
385,Schematic diagram showing the construction of the prokaryotic expression vectors.,"['by Guofu Dong Changzhen Wang Yonghong Wu Jianbo Cong Li Cheng Mingqun Wang Pengkai Zhao Li Tang Chenggang Zhang Ke Wu', 'Guofu Dong', 'Guofu Dong', 'Changzhen Wang', 'Changzhen Wang', 'Yonghong Wu', 'Yonghong Wu', 'Jianbo Cong', 'Jianbo Cong', 'Li Cheng', 'Li Cheng', 'Mingqun Wang', 'Mingqun Wang', 'Pengkai Zhao', 'Pengkai Zhao', 'Li Tang', 'Li Tang', 'Chenggang Zhang', 'Chenggang Zhang', 'Ke Wu', 'Ke Wu']",['Biological Sciences'],"['diagram', 'prokaryotic']","The hLSECtin-CRD (360bp) cDNA fragments were cloned into the prokaryotic expression vector pET28b-Tat, pET28b, pET22b (+) and pGEX-6P-1 to construct the prokaryotic expression vectors pET28b-Tat-hLSECtin-CRD, pET28b-hLSECtin-CRD, pET22b(+)-hLSECtin-CRD and pGEX-6P-1-hLSECtin-CRD.",.crd,,,,,,,,,
