accessRights,authors,containerURI,dataTypes,dateAvailable,description,doi,externalSubjectAreas,institutions,keywords,method,publicationDate,source,title,type_cont,version
https://www.gnu.org/licenses/lgpl-3.0.txt,Nathan P. Walter|Abhishek Jaiswal|Zhikun Cai|Yang Zhang,https://data.mendeley.com/datasets/tyggwp7656,DATASET|FILE_SET,2018-04-23,"Neutron scattering is a powerful experimental technique for characterizing the structure and dynamics of materials on the atomic or molecular scale. However, the interpretation of experimental data from neutron scattering is oftentimes not trivial, partly because scattering methods probe ensemble-averaged information in the reciprocal space. Therefore, computer simulations, such as classical and ab initio molecular dynamics, are frequently used to unravel the time-dependent atomistic configurations that can reproduce the scattering patterns and thus assist in the understanding of the microscopic origin of certain properties of materials. LiquidLib is a post-processing package for analyzing the trajectory of atomistic simulations of liquids and liquid-like matter with application to neutron scattering experiments. From an atomistic simulation, LiquidLib provides the computation of various statistical quantities including the pair distribution function, the weighted and unweighted structure factors, the mean squared displacement, the non-Gaussian parameter, the four-point correlation function, the velocity auto correlation function, the self and collective van Hove correlation functions, the self and collective intermediate scattering functions, and the bond orientational order parameter. LiquidLib analyzes atomistic trajectories generated from packages such as LAMMPS, GROMACS, and VASP. It also offers an extendable platform to conveniently integrate new quantities into the library and integrate simulation trajectories of other file formats for analysis. Weighting the quantities by element-specific neutron-scattering lengths provides results directly comparable to neutron scattering measurements. Lastly, LiquidLib is independent of dimensionality, which allows analysis of trajectories in two, three, and higher dimensions. The code is beginning to find worldwide use.",10.17632/tyggwp7656.1,Computational Physics|Molecular Dynamics|Neutron Scattering,,Computational Physics|Molecular Dynamics|Neutron Scattering,,2018-04-23,MENDELEY_DATA,LiquidLib: A comprehensive toolbox for analyzing classical and ab initio molecular dynamics simulations of liquids and liquid-like matter with applications to neutron scattering experiments,article,1
info:eu-repo/semantics/openAccess,Girych Mykhailo|Ollila O. H. Samuli,https://zenodo.org/record/30904,OTHER|IMAGE|TABULAR_DATA|DATASET|TEXT,2016-09-12,"MD simulation trajectory and related files for fully hydrated POPC bilayer run with Verlet and Group schemes. The Ulmschneider force field for POPC was used with Gromacs 5.0.3 [1,2]. Conditions: T=298.15, 128 POPC molecules, 5120 tip3p waters. 200ns trajectory (preceded by 5ns NPT equillibration). Starting structure was obtained from CHARMM-GUI [3].


This data is ran for the nmrlipids.blospot.fi project. More details from nmrlipids.blospot.fi and https://github.com/NMRLipids/nmrlipids.blogspot.fi


[1]&nbsp;J.P. Ulmschneider &amp; M.B. Ulmschneider, United Atom Lipid Parameters for Combination with the Optimized Potentials for Liquid Simulations All-Atom Force Field, JCTC 2009, 5(7), 1803&ndash;1813


[2]&nbsp;http://lipidbook.bioch.ox.ac.uk/package/show/id/52.html


[3] http://www.charmm-gui.org/
",10.5281/zenodo.30904,POPC|Gromacs|molecular dynamics|ULMSCHNEIDER,,POPC|Gromacs|molecular dynamics|ULMSCHNEIDER,,2015-09-11,ZENODO,POPC_Ulmschneider_OPLS_Verlet_Group,article,
http://creativecommons.org/licenses/by/4.0,Teruhisa S. KOMATSU|Yohei Koyama|Noriaki OKIMOTO|Gentaro MORIMOTO|Yousuke Ohno|Makoto Taiji,https://data.mendeley.com/datasets/vpps4vhryg,OTHER|IMAGE|TABULAR_DATA|DATASET|TEXT,2020-04-27,"Raw trajectory data (GROMACS format) of 10 microseconds all atom molecular dynamics simulation of COVID-19 related SARS-CoV-2 dimeric main protease without ligand based on PDB 6LU7, were caclulated on a special purpose computer, MDGRAPE-4A, at RIKEN BDR, JAPAN. We can observe relaxation dynamics and fluctuations of the dimeric protease over the microseconds timescale. We hope that this raw data can help drug development efforts targeting the SARS-CoV-2 main protease. Preparation details and summaries will be submitted to ""Data in Brief"". More data might be added as new version or another dataset.",10.17632/vpps4vhryg.2,Virus|Drug|Molecular Dynamics,,Virus|Drug|Molecular Dynamics,,2020-04-27,MENDELEY_DATA,COVID-19 related trajectory data of 10 microseconds all atom molecular dynamics simulation of SARS-CoV-2 dimeric main protease,article,2
,"Furness, Andrew I.|Reznick, David N.|Springer, Mark S.|Meredith, Robert W.",https://doi.org/10.5061/dryad.hj68b,OTHER|SOFTWARE_CODE|TABULAR_DATA|DATASET|TEXT,2014-12-30,"Annual killifish adapted to life in seasonally ephemeral water-bodies exhibit desiccation resistant eggs that can undergo diapause, a period of developmental arrest, enabling them to traverse the otherwise inhospitable dry season. Environmental cues that potentially indicate the season can govern whether eggs enter a stage of diapause mid-way through development or skip this diapause and instead undergo direct development. We report, based on construction of a supermatrix phylogenetic tree of the order Cyprinodontiformes and a battery of comparative analyses, that the ability to produce diapause eggs evolved independently at least six times within African and South American killifish. We then show in species representative of these lineages that embryos entering diapause display significant reduction in development of the cranial region and circulatory system relative to direct-developing embryos. This divergence along alternative developmental pathways begins mid-way through development, well before diapause is entered, during a period of purported maximum developmental constraint (the phylotypic period). Finally, we show that entering diapause is accompanied by a dramatic reduction in metabolic rate and concomitant increase in long-term embryo survival. Morphological divergence during the phylotypic period thus allows embryos undergoing diapause to conserve energy by shunting resources away from energetically costly organs thereby increasing survival chances in an environment that necessitates remaining dormant, buried in the soil and surrounded by an eggshell for much of the year. Our results indicate that adaptation to seasonal aquatic environments in annual killifish imposes strong selection during the embryo stage leading to marked diversification during this otherwise conserved period of vertebrate development.",10.5061/dryad.hj68b,adaptation|annual life cycle,Department of Biology|Department of Biology and Molecular Biology|Montclair State University|University of California,Aplocheiloidei|Cyprinodontiformes,,2014-12-30,DRYAD,Data from: Convergent evolution of alternative developmental trajectories associated with diapause in African and South American killifish,,
info:eu-repo/semantics/restrictedAccess,Ge Yunhui|Voelz Vincent,https://zenodo.org/record/3777274,DATASET,2020-05-02,"Trajectories of ligand-only simulation and simulation set-up files of designed cyclic peptide as MDM2 binders. 
The original paper of these designed cyclic peptide: Danelius, E., Pettersson, M., Bred, M., Min, J., Waddell, M. B., Guy, R. K., et al. (2016). Flexibility is important for inhibition of the MDM2/p53 protein–protein interaction by cyclic β-hairpins. Org. Biomol. Chem., 14(44), 10386–10393. http://doi.org/10.1039/C6OB01510G",10.5281/zenodo.3777274,MDM2 binder|cyclic peptide|preorganization,,MDM2 binder|cyclic peptide|preorganization,,2020-04-30,ZENODO,Molecular dynamics simulation data of designed cyclic peptide (ligand-only),article,
info:eu-repo/semantics/openAccess,Girych Mykhailo|Ollila O. H. Samuli,https://zenodo.org/record/30892,OTHER|IMAGE|TABULAR_DATA|DATASET|TEXT,2016-09-12,"MD simulation trajectory and related files for fully hydrated POPC bilayer with 0.15M NaCl. The Ulmschneider force field for POPC was used with Gromacs 5.0.3 [1,2]. Ions were described by OPLS-AA force field (Gromacs 5.0.3). Conditions: T=298.15, 128 POPC molecules, 5120 tip3p waters, 12 Na, 12 Cl. 200ns trajectory (preceded by 5ns NPT equillibration).


This data is ran for the nmrlipids.blospot.fi project. More details from nmrlipids.blospot.fi and https://github.com/NMRLipids/nmrlipids.blogspot.fi


[1]&nbsp;J.P. Ulmschneider &amp; M.B. Ulmschneider, United Atom Lipid Parameters for Combination with the Optimized Potentials for Liquid Simulations All-Atom Force Field, JCTC 2009, 5(7), 1803&ndash;1813


[2]&nbsp;http://lipidbook.bioch.ox.ac.uk/package/show/id/52.html
",10.5281/zenodo.30892,POPC|Gromacs|molecular dynamics|ULMSCHNEIDER,,POPC|Gromacs|molecular dynamics|ULMSCHNEIDER,,2015-09-11,ZENODO,POPC_Ulmschneider_OPLS_NaCl_015Mol,article,
info:eu-repo/semantics/openAccess,Girych Mykhailo|Ollila O. H. Samuli,https://zenodo.org/record/30894,OTHER|IMAGE|TABULAR_DATA|DATASET|TEXT,2016-09-12,"MD simulation trajectory and related files for fully hydrated POPC bilayer with 1M NaCl. The Ulmschneider force field for POPC was used with Gromacs 5.0.3 [1,2]. Ions were described by OPLS-AA force field (Gromacs 5.0.3). Conditions: T=298.15, 128 POPC molecules, 5120 tip3p waters, 77 Na, 77 Cl. 200ns trajectory (preceded by 5ns NPT equillibration).


This data is ran for the nmrlipids.blospot.fi project. More details from nmrlipids.blospot.fi and https://github.com/NMRLipids/nmrlipids.blogspot.fi


[1]&nbsp;J.P. Ulmschneider &amp; M.B. Ulmschneider, United Atom Lipid Parameters for Combination with the Optimized Potentials for Liquid Simulations All-Atom Force Field, JCTC 2009, 5(7), 1803&ndash;1813


[2]&nbsp;http://lipidbook.bioch.ox.ac.uk/package/show/id/52.html
",10.5281/zenodo.30894,POPC|Gromacs|molecular dynamics|ULMSCHNEIDER,,POPC|Gromacs|molecular dynamics|ULMSCHNEIDER,,2015-09-11,ZENODO,POPC_Ulmschneider_OPLS_NaCl_1Mol,article,
"Creative Commons Attribution 4.0 International https://creativecommons.org/licenses/by/4.0/legalcode,info:eu-repo/semantics/openAccess,","Kahle, Leonid|Musaelian, Albert|Marzari, Nicola|Kozinsky, Boris",https://archive.materialscloud.org/2019.0008/v1,DATASET,2019-02-12,"Molecular dynamics is a versatile and powerful method to study diffusion in solid-state ionic conductors, requiring minimal prior knowledge of equilibrium or transition states of the system's free energy surface. However, the analysis of trajectories for relevant but rare events, such as a jump of the diffusing mobile ion, is still rather cumbersome, requiring prior knowledge of the diffusive process in order to get meaningful results. In this work we present a novel approach to detect the relevant events in a diffusive system without assuming prior information regarding the underlying process. We start from a projection of the atomic coordinates into a landmark basis to identify the dominant features in a mobile ion's environment. Subsequent clustering in landmark space enables a discretization of any trajectory into a sequence of distinct states. As a final step, the use of the Smooth Overlap of Atomic Positions descriptor allows distinguishing between different environments in a straightforward way. We apply this algorithm to ten Li-ionic systems and conduct in-depth analyses of cubic Li7La3Zr2O12, tetragonal Li10GeP2S12, and the β-eucryptite LiAlSiO4. We compare our results to existing methods, underscoring strong points, weaknesses, and insights into the diffusive behavior of the ionic conduction in the materials investigated.",10.24435/materialscloud:2019.0008/v1,site analysis|tracer diffusion|molecular dynamics,,,,2019-01-01,ethz.marvel,Unsupervised landmark analysis for jump detection in molecular dynamics simulations,,
info:eu-repo/semantics/openAccess,"Xie, Ya-chen|Eriksson, Leif A.|Zhang, Ru-bo",https://zenodo.org/record/3667590,DATASET,2020-02-18,"Files with the initial aptamer structures (wt and three mutant forms) and their complexes with ATP after docking, used in the MD simulations, along with MD simulation trajectories and meta-eABF simulations, are included as tarballs (.tar.gz). 

Mutant structures were generated using PyMol, ATP docking performed using AutoDock Vina, and MD simulations based on NAMD software and Charmm36 and CGenFF force fields. 

 ",10.5281/zenodo.3667590,Recognition process|pi-stacking|MD simulations|Aptamer|ATP,,Recognition process|pi-stacking|MD simulations|Aptamer|ATP,,2020-02-14,ZENODO,Dataset for: Molecular Dynamics study of the Recognition of the Nucleic Acid Aptamer to ATP,article,
Creative Commons Attribution 4.0 International Public License,"Martinsson, Anton|Trstanova, Zofia",https://doi.org/10.7488%2Fds%2F2491,DATASET,2019-01-29,"This dataset contains a deca-alanine trajectory analysed in paper ""Local and Global Perspectives on Diffusion Maps in the Analysis of Molecular Systems"" by Trstanova et.al. 2019. The trajectory was obtained using an implementation of the Infinite Switch Simulated Tempering method (Martinsson et. al 2018) within the MIST library with GROMACS.,See GROMACS file format http://manual.gromacs.org/documentation/2016/user-guide/file-formats.html The ISST weights are in isst.out.,",10.7488/ds/2491,deca-alanine|enhanced sampling|Physical Sciences::Computational Physics|infinite switch simulated tempering|molecular dynamics|alanine-12|diffusion-maps analysis,,,,2019-01-01,bl.ed,"ISST Deca-Alanine,Infinite Switch Simulated Tempering trajectory,",,
info:eu-repo/semantics/openAccess,Hector Martinez-Seara,https://zenodo.org/record/1230325,OTHER|DATASET,2019-06-18,"Title publication: A Ceramide-Regulated Element in the Late Endosomal Protein LAPTM4B Controls Amino Acid Transporter Interaction

Year publication: 2018

DOI publication: 10.1021/acscentsci.7b00556

Description: Simulation POPC membrane containing ~8% ceramide (CER160) using charmm36 at 310K.

Contains Part 2&3 (500-1069 ns) of the trajectory in  https://zenodo.org/deposit/1219494 with saving a frequency 10 ps.

MD engine: Gromacs 2016.2-dev-20170105-4feb0be

Force field: charmm36

Temperature: 310 K

Pressure: 1 bar

Simulation time: 1069 ns

Saving frequency: 10 ps

Molecular content:
POPC        512
CER160      50
SOL      28100
NA              75
CL              75",10.5281/zenodo.1230325,"Charmm36, ceramide, CER16, POPC",,"Charmm36, ceramide, CER16, POPC",,2018-04-26,ZENODO,Simulation CER160_50_POPC_512_NaCl_150mM_310K (rep1) - 10ps trajectory (Part2),article,
info:eu-repo/semantics/openAccess,"Miettinen, Markus S.",https://zenodo.org/record/51750,OTHER|DATASET,2019-11-01,"System: Symmetric bilayer of cationic DMTAP (dimyristoyltrimethylammoniumpropane, 75 mol-%) and zwitterionic DMPC (dimyristoylphosphatidylcholine, 25 mol-%) lipids in 1.0 M NaCl solution.

Number of DMPC: 32.
Number of DMTAP: 96.
Number of Na+-ions: 96.
Number of Cl--ions: 192.
Number of waters: 5304.

Lipid model: 'Berger' united-atom [Biophys. J. 72 2002 (1997)] with DMTAP modification by Gurtovenko et al. [Biophys. J. 86 3461 (2004)].
Water model: SPC [In Intermolecular Forces, ed. Pullman. 331 (1981)].

Simulation engine: Gromacs 3.x [www.gromacs.org]

Trajectory length: 110 ns.
Previously equilibrated for: 11 ns.
Sampling rate: every 10 ps.

Time integration step: 2 fs.

Thermodynamic ensemble: NpT. 
Temperature coupling: 'Berendsen' [J. Chem. Phys. 81 3684 (1984)] with lipids and water coupled separately at T = 323 K.
Pressure coupling: 'Berendsen' [J. Chem. Phys. 81 3684 (1984)] with xy and z coupled separately at p = 1.0 bar.

Electrostatics: PME [J. Chem. Phys. 98 10089 (1993); J. Chem. Phys. 103 8577 (1995)], real-space cutoff at 1.0 nm.
Van der Waals: Truncated at 1.0 nm.

Constraints: Covalent bond lengths in lipids using LINCS [J. Comput. Chem. 18 1463 (1997)], in water using SETTLE [J. Comput. Chem. 13 952 (1992)].

Used in publications: [1] Markus S. Miettinen, Andrey A. Gurtovenko, Ilpo Vattulainen, and Mikko Karttunen: ""Ion Dynamics in Cationic Lipid Bilayer Systems in Saline Solutions"". J. Phys. Chem. B 113 9226 (2009). DOI: 10.1021/jp810233q. [2] Markus S. Miettinen: ""Computational Modeling of Cationic Lipid Bilayers in Saline Solutions"". PhD Thesis. Aalto University School of Science and Technology, Helsinki, Finland. (2010). ISBN 978-952-60-3194-1.",10.5281/zenodo.51750,DMTAP|NaCl|Gromacs|DMPC|cationic lipid bilayer|Molecular Dynamics Simulation,,DMTAP|NaCl|Gromacs|DMPC|cationic lipid bilayer|Molecular Dynamics Simulation,,2016-05-20,ZENODO,Molecular dynamics simulation trajectory of a cationic lipid bilayer: 75/25 mol% DMTAP/DMPC in 1.0 M NaCl,article,
